ID,Caption,CUIs,CUI_caption,keywords
ROCOv2_2023_train_033565,"Axial view, CTA: showing a well circumscribed, left adrenal mass (red arrow)CTA: computed tomography angiography ",C0040405,X-Ray Computed Tomography,"Computed Tomography Image, Adrenal Gland, Axial View, Normal."
ROCOv2_2023_train_033584,Post-operative panoramic radiograph.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic View, Normal"
ROCOv2_2023_train_033585,Post-operative panoramic radiograph.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic View, Normal"
ROCOv2_2023_train_033609,Chest Radiograph shows normal lungs.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, Normal"
ROCOv2_2023_train_033615,Computed tomography imaging of the lungs revealing large 4.5 cm x 5 cm circumferential pleural-based mass (x) consistent with metastatic sarcoma.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Lungs, Frontal View of Lungs, Metastatic Sarcoma."
ROCOv2_2023_train_033636,Echocardiogram of a subject with rheumatic mitral stenosis,C0040405,X-Ray Computed Tomography,"Echocardiogram, Heart, View of Mitral Valve, Rheumatic mitral stenosis."
ROCOv2_2023_train_033642,"Pantheris System with Onboard OCT Guided Atherectomy. Courtesy of Avinger, Inc.",C0040405,X-Ray Computed Tomography,"X-Ray, Aorta, Bottom, Normal."
ROCOv2_2023_train_033662,Postembolization contrast CT study showing total devascularization and regression of the pelvic lesion.,C0040405;C0030797,X-Ray Computed Tomography;Pelvis,"X-ray, Pelvis, Side View of Normal."
ROCOv2_2023_train_033664,Standard chest X-ray on admission.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-anterior, Normal"
ROCOv2_2023_train_033670,Abdominal radiograph on admission,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Front-to-Back, Normal"
ROCOv2_2023_train_033671,Computed tomography of the patient on admission: coronal plane,C0040405,X-Ray Computed Tomography,"Computed Tomography, Spine, Coronal Plane X-Ray, Normal"
ROCOv2_2023_train_033699,Measurement of head-shaft angle pre-operatively.,C1306645;C1140618;C1999039,Plain x-ray;Upper Extremity;Anterior-Posterior,"X-ray, Head, Bottom, Normal"
ROCOv2_2023_train_033701,Lung metastases from CRC. Planning treatment: Dose: 60 Gy in 3 fractions. DBE: 150 Gy.,C0040405,X-Ray Computed Tomography,"X-ray, Lung, Frontal View, Normal."
ROCOv2_2023_train_033702,Liver metastases from CRC. Planning treatment. Dose: 55 Gy in 5 fractions. DBE: 116 Gy.,C0040405,X-Ray Computed Tomography,"X-ray, Liver, Side, Liver metastases from CRC."
ROCOv2_2023_train_033704,CT angiogram of the chest after thrombolysis and anticoagulation with resolution of visible thrombi.,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Chest, Angiogram from side, Normal."
ROCOv2_2023_train_033706,Imaging X-ray and CT-Scanner prior to operation.,C0040405,X-Ray Computed Tomography,"X-ray, Thorax, Frontal View, Normal"
ROCOv2_2023_train_033710,Radiography of the lumbal spine demonstrating osteosynthetic material until the border of L3.,C1306645;C0037949;C0205129,Plain x-ray;Vertebral column;Sagittal,"X-ray, Lumbal spine, Sagittal view of Vertebral column, Normal."
ROCOv2_2023_train_033720,Lateral view on plain X-ray radiography after the first surgery.,C1306645;C0037949;C0205129,Plain x-ray;Vertebral column;Sagittal,"Plain X-ray, Vertebral column, Lateral view, Normal"
ROCOv2_2023_train_033723,Two years after the closure of OAF; the radiographic control showed a stable crestal bone level.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Skull, Top, Normal."
ROCOv2_2023_train_033726,Postoperative X-ray lumbosacral spine anteroposterior view showing size of laminotomy,C1306645;C0030797;C1999039,Plain x-ray;Pelvis;Anterior-Posterior,"X-ray, Lumbosacral spine, Anteroposterior view, Normal"
ROCOv2_2023_train_033729,Intrusion injury of the UR1 (left arrow) and a complicated mesial incisal fracture of the UL1 (right arrow).,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Skull, Frontal view, Intrusion injury"
ROCOv2_2023_train_033730,Gross caries experience aged 6.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain, Gross caries experience aged 6."
ROCOv2_2023_train_033733,Initial chest radiograph.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"Plain X-ray, Chest, Postero-Anterior, Normal"
ROCOv2_2023_train_033734,Initial CT lung window.,C0040405,X-Ray Computed Tomography,"X-Ray, Lung, Initial Computed Tomography, Normal"
ROCOv2_2023_train_033736,CT pulmonary angiogram.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Lung, Front View of Image, Normal"
ROCOv2_2023_train_033737,A recent chest radiograph.,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Postero-Anterior, Normal"
ROCOv2_2023_train_033742,CT scan of abdomen-pelvis showing extension of the cyst into labia mejorae on both sides.,C0040405;C0030797,X-Ray Computed Tomography;Pelvis,"Computed Tomography, Pelvis, Front View of Abdomen-Pelvis, Cyst Extension into Labia."
ROCOv2_2023_train_033752,Post-operative computed tomography scan revealing the complete disappearance of the left subdural hematoma.,C0024485,Magnetic Resonance Imaging,"Computed Tomography Scan, Head, Complete View of Skull and Brain, Normal."
ROCOv2_2023_train_033753,X-ray - Type 3 glenoid fracture with proximal humerus fracture with multiple rib fracture.,C1306645;C1140618;C1999039,Plain x-ray;Upper Extremity;Anterior-Posterior,"X-ray, Shoulder, Anterior-Posterior View, Type 3 glenoid fracture with proximal humerus fracture and multiple rib fractures."
ROCOv2_2023_train_033754,C-arm picture post-operative.,C0002978,angiogram,"X-ray, Cervical Spine, Posterior View, Normal"
ROCOv2_2023_train_033755,X-ray after 6 weeks.,C1306645;C1140618;C1999039,Plain x-ray;Upper Extremity;Anterior-Posterior,"X-ray, Arm, Front-to-Back, Normal"
ROCOv2_2023_train_033762,"Chest HRCT performed 1 day before WLL. Areas of ground glass attenuation with concomitant interlobular septa thickening are evident, alternated with areas of normal lung (crazy paving pattern).",C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Chest, Axial View, Interstitial Lung Disease."
ROCOv2_2023_train_033763,Chest HRCT performed 10 months after WLL. Areas of ground glass attenuation are no longer visible; only minimal interlobular septa thickening is still evident.,C0040405;C0817096,X-Ray Computed Tomography;Chest,"X-ray computed tomography, Chest, Front of chest, Normal."
ROCOv2_2023_train_033779,Preoperative CT-scan of a 71-year-old woman on admission.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Woman, Preoperative, Normal."
ROCOv2_2023_train_033781,Preoperative lateral roentgenogram at one-year follow-up. L3 to lumbopelvic fixation.,C1306645;C0037949;C0205129,Plain x-ray;Vertebral column;Sagittal,"X-ray, Spine, Lateral, Normal"
ROCOv2_2023_train_033787,Frontal CT reconstruction image of the pelvis.,C0040405;C0030797,X-Ray Computed Tomography;Pelvis,"Computed Tomography, Pelvis, Frontal Reconstruction, Normal."
ROCOv2_2023_train_033789,Axial CT-scan view showing the acetabular nonunion on the right.,C0040405,X-Ray Computed Tomography,"X-ray, Pelvis, Axial view of computed tomography, Nonunion."
ROCOv2_2023_train_033806,"The patient was reclined at 30° for the administration of 5 mL of a moderately thick paste. There was delayed triggering of the swallowing reflex; moreover, silent aspiration occurred (▲).",C1306645;C0037303;C0205129,Plain x-ray;Bone structure of cranium;Sagittal,"Plain X-ray, Cranium, Sagittal, Normal"
ROCOv2_2023_train_033807,Ultrasound-guided hook-wire placement. From left to right: the figure shows the wire passing through the superficial inguinal lymph node and the hook tip close to the node.,C0041618,Ultrasonography,"X-ray, Pelvis, Frontal View, Normal"
ROCOv2_2023_train_033808,Homogenous opacity in left lower zone in 1994,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-Anterior, Homogenous opacity in left lower zone."
ROCOv2_2023_train_033817,Figure 1: High variety Imperforate anus.,C1306645;C0817096,Plain x-ray;Chest,"X-ray, Anus, Plain View, High variety Imperforate anus."
ROCOv2_2023_train_033859,Postoperative anteroposterior hip radiogram after reduction and wiring.,C1306645;C0023216;C1999039,Plain x-ray;Lower Extremity;Anterior-Posterior,"X-ray, Hip, Anteroposterior View, Postoperative."
ROCOv2_2023_train_033861,Coronal computed tomography (CT) scan of the chest and abdomen taken at 28 years of age illustrating the vertebral segmentation defects and a stable scoliotic curve. What appeared to be disc spacing has mostly undergone segmental fusions.,C0040405;C0000726,X-Ray Computed Tomography;Abdomen,"Computed Tomography, Chest and Abdomen, Front View, Normal."
ROCOv2_2023_train_033890,Postoperative panoramic view,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic View, Normal"
ROCOv2_2023_train_033893,Radiograph showing new bone formation.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain view of bone structure, Normal."
ROCOv2_2023_train_033894,Radiograph showing stable peri-implant bone 3 months after restoration.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Bottom, Normal."
ROCOv2_2023_train_033899,Plain CT scan image shows a soft tissue mass lesion in the roof of the nasopharynx (arrow),C0040405,X-Ray Computed Tomography,"Computed Tomography, Nasopharynx, Roof View, Soft Tissue Mass Lesion."
ROCOv2_2023_train_033904,Radiographic examination of the correct inclination in site to the left.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, View from the left side, Normal."
ROCOv2_2023_train_033905,Radiographic examination of the correct inclination in site to the right.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Side view, Normal"
ROCOv2_2023_train_033906,Radiographic control after one year in site to the right.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain X-ray of Right Side, Normal."
ROCOv2_2023_train_033924,"CT Scan of the Liver Shows a Well-Defined Hypoechoic Lesion in Right Lobe, 3X1.9X1 cm.",C0040405,X-Ray Computed Tomography,"Computed Tomography Scan, Liver, Cross-sectional View, Normal."
ROCOv2_2023_train_033926,An example of an image resulting from a small animal that has undergone micro-SPECT imaging. The fluorescent blue areas indicate the locations of cancer cells. (Reproduced with permission from Bioscan) (67).,C1306645,Plain x-ray,"Image, Small animal, Fluorescent image, Cancer cells."
ROCOv2_2023_train_033927,Preoperative X-ray of an 81-year-old patient with an acetabular fracture,C1306645;C0023216;C1999039,Plain x-ray;Lower Extremity;Anterior-Posterior,"X-ray, Hip, Anterior-Posterior, Acetabular Fracture"
ROCOv2_2023_train_033928,Radiograph of the same patient three months postoperatively,C1306645;C0023216;C1999039,Plain x-ray;Lower Extremity;Anterior-Posterior,"X-ray, Lower Extremity, Anterior-Posterior, Normal"
ROCOv2_2023_train_033930,Radiograph of the same patient postoperatively,C1306645;C0023216;C1999039,Plain x-ray;Lower Extremity;Anterior-Posterior,"X-ray, Lower Extremity, Posterior View, Normal."
ROCOv2_2023_train_033931,"Asymptomatic aseptic loosening of the acetabular component in an 87-year-old patient at the six-year follow-up, as shown by the white arrow",C1306645;C0023216;C1999039,Plain x-ray;Lower Extremity;Anterior-Posterior,"X-ray, Hip, Anterior-Posterior, Aseptic loosening of acetabular component."
ROCOv2_2023_train_033933,Figure 2: Erect radiograph showing multiple air fluid levels.,C1306645;C0000726;C1999039;C0444611,Plain x-ray;Abdomen;Anterior-Posterior;Fluid behavior,"X-ray, Abdomen, Bottom, Multiple air fluid levels."
ROCOv2_2023_train_033934,Anterior-posterior supine chest film.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Supine View, Normal."
ROCOv2_2023_train_033941,Chest X-ray.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, Normal"
ROCOv2_2023_train_033942,CT scan of chest.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Chest, Cross-sectional view, Normal."
ROCOv2_2023_train_033953,Lateral cephalogram radiograph.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Lateral view, Normal"
ROCOv2_2023_train_033954,CT scan (axial view).,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Axial View, Normal"
ROCOv2_2023_train_033956,Abdominal CT: image of high-density and filiform morphology compatible with FB.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Cross-Sectional View, Normal"
ROCOv2_2023_train_033966,Abdominal radiography of patients after ventriculo-peritoneal shunt placement,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Abdomen, Bottom, Normal"
ROCOv2_2023_train_033967,Abdominal radiography of patient in emergency department,C1306645;C0000726;C1999039,Plain x-ray;Abdomen;Anterior-Posterior,"X-ray, Abdomen, Front-to-Back, Normal"
ROCOv2_2023_train_033978,CT-scan showing bilateral distribution of ground glass opacities with consolidation areas in the right lobe.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Lungs, Bilateral View, Consolidation Areas with Ground Glass Opacities."
ROCOv2_2023_train_033982,The radiograph shows conjoined twin lambs having two vertebral columns (dispinous). Note the notomelus over N2 (Arrow).,C1306645;C1999039;C0037949,Plain x-ray;Anterior-Posterior;Vertebral column,"X-ray, Lambs, Anterior-Posterior, Conjoined Twins with Dispinous Vertebral Column."
ROCOv2_2023_train_033997,CT abdomen significant for left-sided perinephric stranding as shown by the arrow,C0040405,X-Ray Computed Tomography,"X-ray, Abdomen, Left-sided perinephric area from the bottom, Normal."
ROCOv2_2023_train_033999,Pre-operative chest x-ray.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, Normal"
ROCOv2_2023_train_034010,"Preoperative computed tomography of a patient with obstetric brachial plexus injuries included in this study showing coracohumeral distance, labeled “CHD.” Scale is shown at bottom. Space between each hache mark is 10 mm. CHD = 35 mm.",C0040405,X-Ray Computed Tomography,"Computed Tomography, Shoulder, Axial View of Image, Obstetric Brachial Plexus Injuries."
ROCOv2_2023_train_034011,Barium esophagram showing a contrast-filled lateral esophageal out-pouching (red arrow) consistent with Killian Jamieson Diverticulum.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Esophagus, Front-to-back View, Normal"
ROCOv2_2023_train_034013,CT scan view of pulmonary metastasis.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Lungs, View of pulmonary metastasis from side, Normal."
ROCOv2_2023_train_034020,High-density focus in the rectal lumen suspected to be the migrated endovascular coil,C0040405,X-Ray Computed Tomography,"X-ray, Rectum, Lateral View of Image, Normal"
ROCOv2_2023_train_034034,Axial section image of contrast-enhanced computerized tomography of the pelvis showing bilateral adnexal lobulated multicystic non-enhancing masses.,C0040405;C0030797,X-Ray Computed Tomography;Pelvis,"Computerized Tomography, Pelvis, Axial Section, Multicystic Masses."
ROCOv2_2023_train_034036,Analysis of a lateral radiographic image of the knee in extension with posterior stress with the conventional translation technique measurement,C1306645;C0023216;C1999039,Plain x-ray;Lower Extremity;Anterior-Posterior,"X-ray, Knee, Lateral View of Image with Extension and Posterior Stress, Normal."
ROCOv2_2023_train_034037,Chest X-ray- bilateral patchy opacities.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Posterior View of Patient's Opacities."
ROCOv2_2023_train_034038,"Computed tomography of the chest without contrast - bilateral peribronchovascular airspace consolidation, ground-glass opacity with interlobular septal thickening.",C0040405,X-Ray Computed Tomography,"Computed Tomography, Chest, Without Contrast, Ground-Glass Opacity with Bilateral Peribronchovascular Airspace Consolidation and Interlobular Septal Thickening."
ROCOv2_2023_train_034042,CT scout film showing dilated loops of bowel.,C1306645;C0817096,Plain x-ray;Chest,"Computed Tomography, Abdomen, Looped loops of bowel, Dilated (Note: Patient's Condition is ""Dilated"")"
ROCOv2_2023_train_034057,"Radiosurgical target was calculated with Surgiplan (Elekta AB, Stockholm, Sweden). Maximal dose of 130 Gy was applied to 93.6 mm2 area by using a single 4-mm collimator.",C0024485,Magnetic Resonance Imaging,"X-ray, Brain, Axial View, Normal"
ROCOv2_2023_train_034061,Computed tomography with contrast showing the 2nd rib with bony destruction and a markedly enhanced mass.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Rib Cage, Axial View, Abnormal"
ROCOv2_2023_train_034068,Preoperative lateral x-ray. This is a preoperative lateral x-ray demonstrating a fracture dislocation with a posterior retrolisthesis of the L5 vertebrae over S1. ,C1306645;C0037949;C0205129,Plain x-ray;Vertebral column;Sagittal,"X-ray, spine, lateral, fracture dislocation with retrolisthesis."
ROCOv2_2023_train_034069,Preoperative anteroposterior x-ray. This is a preoperative anteroposterior x-ray demonstrating a fracture dislocation of the L5 vertebrae relative to S1. There is significant lateral listhesis apparent.  ,C1306645;C0037949;C1999039,Plain x-ray;Vertebral column;Anterior-Posterior,"X-ray, Spine, Anteroposterior view, Fracture dislocation"
ROCOv2_2023_train_034079,Panoramic radiograph.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic view of Bone structure, Normal."
ROCOv2_2023_train_034093,Measurements of CAP and CTR on axial CT image,C0040405,X-Ray Computed Tomography,"Computed Tomography Image, Axial View of Abdomen, Normal."
ROCOv2_2023_train_034105,Postoperative X-ray in the same patient after combined posterior and anterior resection and reconstruction,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-Anterior, Normal."
ROCOv2_2023_train_034106,Chest X-ray on admission,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Front-to-Back, Normal"
ROCOv2_2023_train_034109,A plain abdominal X-ray taken after the surgery,C1306645;C0037949;C1999039,Plain x-ray;Vertebral column;Anterior-Posterior,"X-ray, Abdomen, Front-to-back view, Normal."
ROCOv2_2023_train_034124,Panoramic view.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic view, Normal"
ROCOv2_2023_train_034136,Axial CT scan of the head in bone window showing a round corticated defect (arrow) in the sphenoid body.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Head, Bone window, Normal."
ROCOv2_2023_train_034137,CT scan of the head with sagittal reformat on bone window through the midline shows defect (arrow) in the sphenoid body.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Head, Sagittal View from the Middle, Defect in Sphenoid Body Normal"
ROCOv2_2023_train_034150,"cTFA insertion into the basal turn. (a) Electrode array, (b) round window, (c) at approximately site 8; a distance of 100 microns from the modiolus was measured.",C0040405,X-Ray Computed Tomography,"X-ray Computed Tomography Image, Inner Ear, Bottom View, Normal."
ROCOv2_2023_train_034151,Initial chest radiograph shows a solitary pulmonary nodule in the right upper lung (arrow).,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Lung, Postero-anterior, Solitary pulmonary nodule."
ROCOv2_2023_train_034156,"MRI (axial slices, T2)–tumor formation in the front region of the upper jaw.",C0024485;C0027651,Magnetic Resonance Imaging;Neoplasms,"X-ray, Upper Jaw, Axial Slices, Normal"
ROCOv2_2023_train_034159,Anteroposterior pelvic radiograph revealing right superior and inferior pubic rami fractures.,C1306645;C0030797;C1999039,Plain x-ray;Pelvis;Anterior-Posterior,"X-ray, Pelvis, Anterior-Posterior, Right superior and inferior pubic rami fractures."
ROCOv2_2023_train_034162,X-ray skull showing fracture of mandible left side,C1306645;C0037303;C1996865,Plain x-ray;Bone structure of cranium;Postero-Anterior,"X-ray, Skull, Postero-anterior view, Fracture of mandible (left side)"
ROCOv2_2023_train_034175,CT scan demonstrating the fronto-temporal subdural haematoma over the left hemisphere.,C0024485,Magnetic Resonance Imaging,"Computed Tomography scan, Head, Frontal and temporal region viewed from above, Subdural haematoma."
ROCOv2_2023_train_034186,Computed tomography image showing tumour originating from the liver.,C0024485;C0027651;C0023884,Magnetic Resonance Imaging;Neoplasms;Liver,"Computed Tomography Image, Liver, Above View, Tumour Originating from Liver."
ROCOv2_2023_train_034195,POD 7 X-ray.,C1306645;C0023216;C1999039,Plain x-ray;Lower Extremity;Anterior-Posterior,"X-ray, Lower Extremity, Anterior-Posterior, Normal"
ROCOv2_2023_train_034210,Radiographic view of Case 1.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain X-ray of Top, Normal."
ROCOv2_2023_train_034211,Radiographic view of Case 2.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Plain View, Normal"
ROCOv2_2023_train_034215,Thoracic lordoscoliosis reformed with T6-L1 internal rods.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Thoracic spine, Anterior-Posterior view, Lordoscoliosis"
ROCOv2_2023_train_034218,"Chest x-ray, prior to commencing treatment.",C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior View, Normal."
ROCOv2_2023_train_034230,Post-operative weight-bearing radiographs after surgical correction using triple arthrodesis associated with a first metatarsal osteotomy.,C1306645;C0023216;C0205129,Plain x-ray;Lower Extremity;Sagittal,"X-ray, Foot, Sagittal View, Post-operative Condition."
ROCOv2_2023_train_034231,"Radiographic view, postcementation. The supragingival finish line is clearly visible.",C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Posterior View, Normal"
ROCOv2_2023_train_034235,Larger lung nodule measuring 1.5 cm × 2.8 cm on CT scan.,C0040405,X-Ray Computed Tomography,"X-ray, Lung, Frontal, Nodule."
ROCOv2_2023_train_034239,Abdominal computed tomography showing the two adrenal masses (two white arrows).,C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Front View, Normal"
ROCOv2_2023_train_034243,Gradual improvement with CPAP mask ventilation.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Chest, Anterior-Posterior, Normal"
ROCOv2_2023_train_034248,Computed tomography lung scan at baseline.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Lung, Frontal View, Normal."
ROCOv2_2023_train_034258,CT scan image showing left retroperitoneal cyst.,C0040405,X-Ray Computed Tomography,"Computed Tomography image, Abdomen, Left side view, Normal."
ROCOv2_2023_train_034273,Computed tomography scan seven months afterdiagnosis shows extravesical tumour extension and bowel invasion.,C0040405;C0027651,X-Ray Computed Tomography;Neoplasms,"Computed Tomography Scan, Abdomen, Side View of Image, Tumour Invasion."
ROCOv2_2023_train_034282,V segment cystic lesion is barely visible. Only the V segment cystic lesion is barely visible (white arrow).,C0040405;C0205207,X-Ray Computed Tomography;Cystic,"X-ray, V segment, Cystic lesion barely visible from side, Normal."
ROCOv2_2023_train_034288,Axial CT scan showed a well-defined 10×10×10 cm-sized mass with homogeneous attenuation in the right suprarenal area.,C0040405,X-Ray Computed Tomography,"Computed Tomography, Right Suprarenal Area, Axial View, Normal."
ROCOv2_2023_train_034289,"Axial CT scan showed a 3×2.5 cm-sized, ill defined, low-attenuated mass in the right suprarenal area.",C0040405,X-Ray Computed Tomography,"Computed Tomography, Suprarenal Area, Axial View, Mass."
ROCOv2_2023_train_034293,Posteroanterior chest radiograph shows patchy ill-defined infiltrates,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-anterior, Patchy infiltrates."
ROCOv2_2023_train_034295,Posteroanterior chest radiograph shortly after treatment shows improvement of abnormalities,C1306645;C0817096;C1996865,Plain x-ray;Chest;Postero-Anterior,"X-ray, Chest, Posterior-Anterior, Normal"
ROCOv2_2023_train_034307,Coronary angiography in the right anterior oblique projection with cranial angulation shows a normal left coronary system.,C0002978;C0018787,angiogram;Heart,"X-ray, Heart, Right anterior oblique projection with cranial angulation, Normal"
ROCOv2_2023_train_034309,"Fluoroscopic examination illustrating incremental ‘growth’ of the distal (lower) esophageal segment while the patient was undergoing external traction (Foker Stage 1). The contrast was injected through her existing gastrostomy tube. The metal dot refers to her esophagostomy; thus, can measure the distance between the ends of her esophageal segments.",C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Esophagus, Anterior-Posterior, Patient's Condition: Growth of lower esophageal segment during external traction."
ROCOv2_2023_train_034315,Patient’s chest computed tomography on admission,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Chest, Cross-section of Image, Normal"
ROCOv2_2023_train_034316,Patient’s chest computed tomography after stopping methotrexate and starting steroids,C0040405;C0817096,X-Ray Computed Tomography;Chest,"Computed Tomography, Chest, Front View, Normal"
ROCOv2_2023_train_034321,"Abdomen CT scan with IV and PO contrast, axial view. Large multilobular mass (red arrow).",C0040405,X-Ray Computed Tomography,"X-Ray Computed Tomography Scan, Abdomen, Axial View, Large multilobular mass."
ROCOv2_2023_train_034324,CT scan showing large right sided heterogeneous lesion 10 × 10 × 7 cm3.,C0024485,Magnetic Resonance Imaging,"Computed Tomography Scan, Right Side of Body, Top View, Large Lesion."
ROCOv2_2023_train_034333,X-ray image at anteroposterior view revealing the presence of a lesion at the tenth right rib.,C1306645;C0817096;C1999039,Plain x-ray;Chest;Anterior-Posterior,"X-ray, Rib cage, Front-to-back view, Lesion"
ROCOv2_2023_train_034358,CT scan demonstrating a foreign body (arrow),C0040405,X-Ray Computed Tomography,"Computed Tomography, Abdomen, Frontal View of Foreign Body, Foreign Body Presence."
ROCOv2_2023_train_034359,CT imaging demonstrating a foreign body (arrow),C0040405,X-Ray Computed Tomography,"Computed Tomography, Thorax, X-ray, Foreign Body."
ROCOv2_2023_train_034364,Panoramic radiography before treatment.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"X-ray, Cranium, Panoramic, Normal."
ROCOv2_2023_train_034367,Previous CT (contrast enhanced) showing liver metastases (yellow arrow) smaller at that time and no perihepatic fluid.,C0040405;C0444611,X-Ray Computed Tomography;Fluid behavior,"Computed Tomography, Liver, Contrast Enhanced View of Abdomen, Patient's Condition Normal"
ROCOv2_2023_train_034368,Axial contrast enhanced CT image (same study as in Figure 1) showing (yellow arrow) subcapsular liver collection.,C0040405;C0023884,X-Ray Computed Tomography;Liver,"Computed Tomography, Liver, Axial Contrast Enhanced View, Normal."
ROCOv2_2023_train_034369,Axial contrast enhanced CT obtained 4 months after study in Figures 1 and 3 showing decreasing size of subcapsular liver collection.,C0040405;C0023884,X-Ray Computed Tomography;Liver,"Computed Tomography, Liver, Axial Contrast Enhanced View, Normal"
ROCOv2_2023_train_034381,X-ray image of retained pellets within the abdomen following damage control surgery.Arrow denotes one of seven pellets with radiopaque X.,C1306645;C0817096;C0000726,Plain x-ray;Chest;Abdomen,"X-ray image, Abdomen, Plain X-ray from side, Normal."
ROCOv2_2023_train_034387,Construction of the gonial angle on a panoramic radiograph.,C1306645;C0037303,Plain x-ray;Bone structure of cranium,"Panoramic X-ray, Cranium, Bottom view, Normal."
ROCOv2_2023_train_034388,Construction of the gonial angle on a lateral cephalogram.,C1306645;C0037303;C0205129,Plain x-ray;Bone structure of cranium;Sagittal,"Lateral X-ray, Skull, Side, Normal"
ROCOv2_2023_train_034391,"X-rays 1 year after surgery, showing the excellent outcome in fracture healing.",C1306645;C1140618;C1999039,Plain x-ray;Upper Extremity;Anterior-Posterior,"X-ray, Upper Extremity, Anterior-Posterior, Normal"
ROCOv2_2023_train_034392,ACI measurement (score 6/12 in this cut),C0040405,X-Ray Computed Tomography,"Computed Tomography, Pelvis, Cross-Sectional View, Normal"
ROCOv2_2023_train_034396,Lateral view of T-spine shows no specific bony abnormalities.,C1306645;C0817096;C0205129;C0037949,Plain x-ray;Chest;Sagittal;Vertebral column,"X-ray, Spine, Lateral View, Normal"
